@RELATION mail

@ATTRIBUTE length NUMERIC
@ATTRIBUTE num_chunks NUMERIC
@ATTRIBUTE num_letters NUMERIC
@ATTRIBUTE word_mean NUMERIC
@ATTRIBUTE num_words NUMERIC
@ATTRIBUTE 'num_{\ }' NUMERIC
@ATTRIBUTE 'num_{\!}' NUMERIC
@ATTRIBUTE 'num_{\"}' NUMERIC
@ATTRIBUTE 'num_{\#}' NUMERIC
@ATTRIBUTE 'num_{\$}' NUMERIC
@ATTRIBUTE 'num_{\%}' NUMERIC
@ATTRIBUTE 'num_{\&}' NUMERIC
@ATTRIBUTE 'num_{\'}' NUMERIC
@ATTRIBUTE 'num_{\(}' NUMERIC
@ATTRIBUTE 'num_{\)}' NUMERIC
@ATTRIBUTE 'num_{\*}' NUMERIC
@ATTRIBUTE 'num_{\+}' NUMERIC
@ATTRIBUTE 'num_{\,}' NUMERIC
@ATTRIBUTE 'num_{\-}' NUMERIC
@ATTRIBUTE 'num_{\.}' NUMERIC
@ATTRIBUTE 'num_{\/}' NUMERIC
@ATTRIBUTE 'num_{0}' NUMERIC
@ATTRIBUTE 'num_{1}' NUMERIC
@ATTRIBUTE 'num_{2}' NUMERIC
@ATTRIBUTE 'num_{3}' NUMERIC
@ATTRIBUTE 'num_{4}' NUMERIC
@ATTRIBUTE 'num_{5}' NUMERIC
@ATTRIBUTE 'num_{6}' NUMERIC
@ATTRIBUTE 'num_{7}' NUMERIC
@ATTRIBUTE 'num_{8}' NUMERIC
@ATTRIBUTE 'num_{9}' NUMERIC
@ATTRIBUTE 'num_{\:}' NUMERIC
@ATTRIBUTE 'num_{\;}' NUMERIC
@ATTRIBUTE 'num_{\<}' NUMERIC
@ATTRIBUTE 'num_{\=}' NUMERIC
@ATTRIBUTE 'num_{\>}' NUMERIC
@ATTRIBUTE 'num_{\?}' NUMERIC
@ATTRIBUTE 'num_{\@}' NUMERIC
@ATTRIBUTE 'num_{A}' NUMERIC
@ATTRIBUTE 'num_{B}' NUMERIC
@ATTRIBUTE 'num_{C}' NUMERIC
@ATTRIBUTE 'num_{D}' NUMERIC
@ATTRIBUTE 'num_{E}' NUMERIC
@ATTRIBUTE 'num_{F}' NUMERIC
@ATTRIBUTE 'num_{G}' NUMERIC
@ATTRIBUTE 'num_{H}' NUMERIC
@ATTRIBUTE 'num_{I}' NUMERIC
@ATTRIBUTE 'num_{J}' NUMERIC
@ATTRIBUTE 'num_{K}' NUMERIC
@ATTRIBUTE 'num_{L}' NUMERIC
@ATTRIBUTE 'num_{M}' NUMERIC
@ATTRIBUTE 'num_{N}' NUMERIC
@ATTRIBUTE 'num_{O}' NUMERIC
@ATTRIBUTE 'num_{P}' NUMERIC
@ATTRIBUTE 'num_{Q}' NUMERIC
@ATTRIBUTE 'num_{R}' NUMERIC
@ATTRIBUTE 'num_{S}' NUMERIC
@ATTRIBUTE 'num_{T}' NUMERIC
@ATTRIBUTE 'num_{U}' NUMERIC
@ATTRIBUTE 'num_{V}' NUMERIC
@ATTRIBUTE 'num_{W}' NUMERIC
@ATTRIBUTE 'num_{X}' NUMERIC
@ATTRIBUTE 'num_{Y}' NUMERIC
@ATTRIBUTE 'num_{Z}' NUMERIC
@ATTRIBUTE 'num_{\[}' NUMERIC
@ATTRIBUTE 'num_{\\}' NUMERIC
@ATTRIBUTE 'num_{\]}' NUMERIC
@ATTRIBUTE 'num_{\^}' NUMERIC
@ATTRIBUTE 'num_{_}' NUMERIC
@ATTRIBUTE 'num_{\`}' NUMERIC
@ATTRIBUTE 'num_{a}' NUMERIC
@ATTRIBUTE 'num_{b}' NUMERIC
@ATTRIBUTE 'num_{c}' NUMERIC
@ATTRIBUTE 'num_{d}' NUMERIC
@ATTRIBUTE 'num_{e}' NUMERIC
@ATTRIBUTE 'num_{f}' NUMERIC
@ATTRIBUTE 'num_{g}' NUMERIC
@ATTRIBUTE 'num_{h}' NUMERIC
@ATTRIBUTE 'num_{i}' NUMERIC
@ATTRIBUTE 'num_{j}' NUMERIC
@ATTRIBUTE 'num_{k}' NUMERIC
@ATTRIBUTE 'num_{l}' NUMERIC
@ATTRIBUTE 'num_{m}' NUMERIC
@ATTRIBUTE 'num_{n}' NUMERIC
@ATTRIBUTE 'num_{o}' NUMERIC
@ATTRIBUTE 'num_{p}' NUMERIC
@ATTRIBUTE 'num_{q}' NUMERIC
@ATTRIBUTE 'num_{r}' NUMERIC
@ATTRIBUTE 'num_{s}' NUMERIC
@ATTRIBUTE 'num_{t}' NUMERIC
@ATTRIBUTE 'num_{u}' NUMERIC
@ATTRIBUTE 'num_{v}' NUMERIC
@ATTRIBUTE 'num_{w}' NUMERIC
@ATTRIBUTE 'num_{x}' NUMERIC
@ATTRIBUTE 'num_{y}' NUMERIC
@ATTRIBUTE 'num_{z}' NUMERIC
@ATTRIBUTE 'num_{\{}' NUMERIC
@ATTRIBUTE 'num_{\|}' NUMERIC
@ATTRIBUTE 'num_{\}}' NUMERIC
@ATTRIBUTE 'num_{\~}' NUMERIC
@ATTRIBUTE 'word_len_{1}' NUMERIC
@ATTRIBUTE 'word_len_{2}' NUMERIC
@ATTRIBUTE 'word_len_{3}' NUMERIC
@ATTRIBUTE 'word_len_{4}' NUMERIC
@ATTRIBUTE 'word_len_{5}' NUMERIC
@ATTRIBUTE 'word_len_{6}' NUMERIC
@ATTRIBUTE 'word_len_{7}' NUMERIC
@ATTRIBUTE 'word_len_{8}' NUMERIC
@ATTRIBUTE 'word_len_{9}' NUMERIC
@ATTRIBUTE 'word_len_{10}' NUMERIC
@ATTRIBUTE 'word_len_{11}' NUMERIC
@ATTRIBUTE 'word_len_{12}' NUMERIC
@ATTRIBUTE 'word_len_{13}' NUMERIC
@ATTRIBUTE 'word_len_{14}' NUMERIC
@ATTRIBUTE 'word_len_{15}' NUMERIC
@ATTRIBUTE 'word_len_{16}' NUMERIC
@ATTRIBUTE 'word_len_{17}' NUMERIC
@ATTRIBUTE 'word_len_{18}' NUMERIC
@ATTRIBUTE 'word_len_{19}' NUMERIC
@ATTRIBUTE 'word_len_{20}' NUMERIC
@ATTRIBUTE 'consequent_{2}' NUMERIC
@ATTRIBUTE 'consequent_{3}' NUMERIC
@ATTRIBUTE 'consequent_{4}' NUMERIC
@ATTRIBUTE 'consequent_{5}' NUMERIC
@ATTRIBUTE 'consequent_{6}' NUMERIC
@ATTRIBUTE 'consequent_{7}' NUMERIC
@ATTRIBUTE 'consequent_{8}' NUMERIC
@ATTRIBUTE 'consequent_{9}' NUMERIC
@ATTRIBUTE 'consequent_{10}' NUMERIC
@ATTRIBUTE num_spam NUMERIC
@ATTRIBUTE 'num_spam_word{Africa}' NUMERIC
@ATTRIBUTE 'num_spam_word{akcija}' NUMERIC
@ATTRIBUTE 'num_spam_word{discount}' NUMERIC
@ATTRIBUTE 'num_spam_word{dovana}' NUMERIC
@ATTRIBUTE 'num_spam_word{enlarge}' NUMERIC
@ATTRIBUTE 'num_spam_word{help}' NUMERIC
@ATTRIBUTE 'num_spam_word{laimėjote}' NUMERIC
@ATTRIBUTE 'num_spam_word{milijonas}' NUMERIC
@ATTRIBUTE 'num_spam_word{million}' NUMERIC
@ATTRIBUTE 'num_spam_word{nemokamai}' NUMERIC
@ATTRIBUTE 'num_spam_word{nuolaida}' NUMERIC
@ATTRIBUTE 'num_spam_word{penis}' NUMERIC
@ATTRIBUTE 'num_spam_word{poverty}' NUMERIC
@ATTRIBUTE 'num_spam_word{prizas}' NUMERIC
@ATTRIBUTE 'num_spam_word{prize}' NUMERIC
@ATTRIBUTE 'num_spam_word{sex}' NUMERIC
@ATTRIBUTE 'num_spam_word{viagra}' NUMERIC
@ATTRIBUTE 'num_spam_word{won}' NUMERIC
@ATTRIBUTE num_money NUMERIC
@ATTRIBUTE class {0,1}

@DATA
3664, 438, 3137, 7.162100456621, 574, 383, 0, 20, 3, 0, 0, 6, 2, 2, 6, 0, 0, 48, 23, 54, 21, 25, 26, 22, 15, 24, 14, 2, 15, 16, 21, 21, 13, 45, 89, 48, 8, 5, 16, 2, 31, 16, 2, 7, 2, 0, 4, 2, 2, 2, 5, 6, 0, 3, 2, 1, 1, 12, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 6, 0, 346, 66, 33, 93, 188, 11, 64, 4, 287, 24, 83, 86, 69, 112, 112, 87, 8, 143, 149, 187, 137, 68, 0, 6, 28, 22, 0, 0, 0, 0, 20, 56, 59, 35, 57, 50, 37, 24, 22, 12, 9, 6, 7, 2, 2, 5, 8, 2, 1, 0, 37, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
660, 44, 603, 13.7045454545455, 92, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 4, 14, 13, 0, 37, 20, 12, 7, 10, 13, 11, 14, 12, 8, 17, 1, 4, 7, 4, 4, 6, 8, 3, 10, 8, 2, 7, 5, 6, 5, 0, 3, 3, 7, 2, 7, 2, 3, 10, 6, 15, 3, 6, 9, 7, 2, 6, 0, 0, 0, 0, 3, 0, 23, 5, 17, 5, 24, 2, 10, 5, 25, 1, 3, 13, 18, 8, 9, 2, 3, 8, 9, 7, 11, 8, 4, 6, 5, 1, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 16, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4342, 525, 3715, 7.07619047619048, 695, 443, 0, 38, 4, 0, 0, 8, 2, 2, 6, 0, 0, 50, 25, 62, 28, 36, 28, 38, 28, 36, 18, 10, 17, 15, 23, 29, 19, 64, 122, 98, 8, 8, 20, 2, 37, 27, 2, 7, 2, 0, 4, 2, 2, 2, 5, 6, 0, 3, 2, 3, 3, 12, 4, 2, 0, 0, 0, 0, 0, 0, 4, 0, 10, 0, 369, 76, 37, 111, 219, 14, 76, 5, 317, 24, 88, 111, 85, 129, 130, 97, 12, 167, 172, 206, 148, 76, 0, 10, 31, 22, 0, 0, 0, 0, 55, 68, 65, 45, 54, 49, 38, 25, 23, 16, 9, 8, 9, 4, 5, 6, 7, 5, 0, 4, 45, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5635, 620, 4885, 7.87903225806452, 1014, 512, 0, 44, 5, 0, 0, 7, 1, 2, 8, 0, 0, 46, 30, 68, 36, 20, 48, 16, 44, 91, 87, 8, 28, 54, 47, 33, 16, 91, 354, 138, 10, 8, 58, 40, 146, 40, 13, 20, 4, 3, 6, 2, 13, 7, 2, 6, 7, 8, 1, 7, 11, 15, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 410, 92, 52, 120, 187, 16, 76, 8, 395, 28, 114, 119, 99, 142, 171, 79, 12, 209, 224, 232, 176, 105, 0, 12, 31, 12, 0, 0, 2, 0, 60, 76, 76, 57, 33, 45, 33, 40, 24, 23, 21, 27, 15, 12, 8, 8, 5, 6, 7, 2, 56, 12, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
731, 45, 671, 14.9111111111111, 99, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 6, 4, 15, 15, 0, 37, 18, 18, 6, 10, 21, 9, 14, 9, 3, 17, 1, 5, 7, 5, 4, 7, 9, 3, 11, 10, 4, 7, 5, 5, 5, 1, 6, 2, 6, 3, 8, 3, 5, 14, 10, 14, 5, 4, 11, 10, 5, 4, 0, 0, 0, 0, 2, 0, 25, 7, 18, 6, 23, 5, 12, 2, 28, 1, 4, 15, 23, 16, 12, 5, 3, 8, 9, 8, 11, 8, 5, 6, 4, 2, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 11, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1767, 145, 1578, 10.8827586206897, 318, 117, 0, 4, 0, 0, 0, 0, 0, 2, 2, 0, 0, 10, 23, 15, 7, 12, 32, 12, 8, 46, 48, 0, 19, 19, 19, 7, 3, 13, 166, 13, 8, 2, 28, 28, 77, 3, 12, 15, 0, 0, 0, 0, 0, 4, 3, 2, 0, 3, 2, 1, 1, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 129, 19, 11, 28, 56, 18, 21, 3, 92, 12, 33, 41, 22, 54, 55, 26, 2, 51, 48, 75, 45, 26, 0, 3, 20, 2, 0, 0, 0, 0, 6, 13, 17, 9, 4, 3, 4, 4, 9, 1, 12, 17, 11, 6, 3, 2, 6, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2866, 187, 2467, 13.192513368984, 391, 306, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 14, 10, 46, 71, 8, 111, 101, 96, 25, 31, 54, 22, 37, 26, 24, 69, 18, 9, 24, 9, 0, 15, 22, 13, 15, 26, 14, 16, 15, 12, 11, 8, 12, 9, 23, 10, 28, 23, 10, 28, 36, 34, 13, 13, 15, 18, 8, 13, 1, 0, 1, 0, 3, 0, 84, 34, 73, 56, 111, 27, 45, 21, 99, 13, 11, 53, 84, 58, 71, 33, 10, 38, 55, 54, 32, 24, 30, 18, 23, 16, 0, 0, 0, 0, 0, 25, 14, 32, 19, 4, 3, 11, 9, 3, 6, 6, 8, 4, 2, 1, 1, 2, 1, 2, 163, 48, 38, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2583, 233, 2288, 9.81974248927039, 459, 189, 0, 18, 1, 0, 0, 4, 0, 2, 2, 0, 0, 14, 25, 25, 11, 29, 42, 30, 18, 52, 58, 4, 23, 28, 25, 15, 9, 23, 208, 32, 8, 5, 30, 32, 91, 13, 14, 15, 0, 0, 0, 0, 0, 6, 3, 2, 0, 3, 2, 3, 5, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 173, 26, 23, 49, 86, 9, 35, 4, 154, 12, 57, 67, 41, 73, 78, 35, 8, 73, 73, 120, 77, 32, 0, 6, 26, 2, 0, 0, 0, 0, 16, 17, 31, 13, 15, 9, 9, 4, 15, 6, 17, 19, 13, 7, 5, 2, 9, 2, 1, 2, 32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
873, 47, 807, 17.1702127659574, 109, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 4, 18, 19, 0, 38, 25, 22, 6, 10, 21, 8, 14, 13, 5, 17, 1, 7, 7, 7, 4, 9, 12, 5, 12, 8, 5, 5, 5, 7, 5, 3, 7, 3, 7, 2, 11, 4, 6, 10, 11, 14, 8, 10, 10, 17, 3, 5, 0, 0, 0, 0, 4, 0, 29, 7, 23, 5, 26, 13, 16, 7, 34, 3, 4, 19, 29, 18, 18, 4, 2, 8, 11, 13, 14, 11, 10, 6, 10, 6, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 15, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3363, 300, 2985, 9.95, 607, 240, 0, 40, 2, 0, 0, 6, 0, 2, 2, 0, 0, 18, 27, 36, 19, 30, 50, 28, 41, 54, 73, 0, 35, 21, 29, 23, 13, 44, 253, 66, 10, 8, 38, 32, 103, 24, 15, 17, 0, 1, 0, 0, 2, 6, 5, 2, 1, 5, 2, 3, 5, 10, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 233, 40, 40, 68, 116, 20, 46, 6, 184, 14, 70, 101, 57, 91, 99, 52, 12, 92, 104, 151, 83, 44, 0, 10, 34, 2, 0, 0, 0, 0, 13, 35, 31, 23, 19, 15, 14, 4, 15, 11, 14, 22, 13, 8, 12, 2, 8, 2, 3, 3, 43, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3009, 189, 2604, 13.7777777777778, 396, 306, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 11, 10, 47, 75, 7, 111, 91, 84, 33, 44, 71, 27, 37, 31, 32, 69, 18, 11, 24, 11, 0, 17, 24, 7, 21, 21, 21, 8, 15, 13, 9, 5, 17, 12, 23, 16, 26, 24, 5, 24, 42, 36, 14, 21, 18, 25, 4, 13, 1, 0, 1, 0, 3, 0, 97, 26, 77, 50, 111, 31, 56, 21, 107, 13, 17, 54, 91, 63, 77, 30, 7, 45, 53, 63, 40, 28, 32, 21, 27, 13, 0, 0, 0, 0, 0, 25, 14, 32, 19, 4, 3, 11, 9, 3, 6, 6, 8, 4, 2, 1, 1, 1, 2, 2, 136, 48, 38, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3981, 355, 3538, 9.96619718309859, 717, 283, 0, 50, 3, 0, 0, 10, 0, 2, 2, 0, 0, 22, 29, 44, 23, 37, 60, 32, 41, 68, 80, 8, 35, 40, 33, 31, 19, 54, 290, 95, 10, 11, 42, 36, 117, 30, 18, 17, 2, 0, 0, 0, 2, 6, 5, 4, 0, 5, 2, 5, 9, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 265, 48, 40, 87, 154, 15, 56, 6, 218, 14, 76, 123, 70, 107, 116, 63, 18, 108, 113, 180, 101, 50, 0, 13, 40, 2, 0, 0, 0, 0, 23, 32, 46, 26, 23, 16, 14, 1, 17, 13, 13, 25, 16, 12, 17, 3, 11, 3, 3, 4, 47, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1015, 49, 943, 19.2448979591837, 120, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 4, 19, 23, 0, 39, 28, 20, 11, 14, 24, 15, 13, 13, 7, 17, 1, 9, 7, 9, 4, 11, 17, 7, 14, 12, 6, 5, 8, 6, 5, 3, 8, 3, 7, 3, 11, 5, 7, 10, 16, 16, 10, 13, 12, 16, 7, 7, 0, 0, 0, 0, 3, 0, 36, 9, 26, 5, 27, 13, 22, 6, 40, 2, 7, 23, 36, 23, 20, 6, 2, 13, 10, 13, 22, 13, 8, 8, 11, 8, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 13, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4730, 410, 4216, 10.2829268292683, 847, 328, 0, 72, 4, 0, 0, 12, 0, 2, 2, 0, 0, 24, 31, 59, 32, 50, 68, 38, 44, 74, 93, 12, 41, 25, 41, 39, 25, 77, 332, 140, 10, 14, 44, 40, 129, 41, 23, 17, 4, 1, 0, 0, 2, 6, 7, 4, 1, 7, 2, 5, 9, 12, 4, 0, 0, 0, 0, 1, 0, 0, 2, 0, 17, 0, 315, 62, 57, 118, 176, 22, 67, 8, 252, 14, 87, 153, 88, 123, 137, 74, 22, 129, 134, 207, 105, 62, 0, 17, 46, 2, 0, 0, 0, 0, 23, 42, 43, 37, 23, 24, 19, 3, 20, 8, 15, 25, 15, 13, 19, 2, 11, 5, 5, 8, 69, 15, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
436, 40, 387, 9.675, 73, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 4, 9, 7, 0, 26, 22, 13, 7, 5, 16, 4, 5, 1, 9, 14, 1, 1, 6, 1, 4, 3, 5, 1, 3, 7, 2, 2, 4, 2, 4, 2, 0, 1, 5, 1, 2, 2, 2, 3, 3, 6, 2, 1, 4, 4, 3, 1, 0, 0, 0, 0, 1, 0, 15, 7, 6, 7, 19, 0, 7, 2, 14, 3, 2, 6, 8, 4, 8, 0, 2, 6, 9, 4, 6, 6, 2, 3, 4, 1, 0, 0, 0, 0, 0, 4, 5, 7, 6, 0, 1, 5, 1, 0, 2, 0, 3, 0, 1, 0, 0, 0, 1, 0, 11, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1084, 50, 1009, 20.18, 123, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 6, 4, 18, 25, 0, 37, 25, 20, 7, 24, 22, 17, 14, 14, 14, 17, 1, 10, 8, 10, 4, 12, 19, 9, 15, 9, 6, 5, 8, 7, 5, 6, 7, 4, 7, 7, 11, 6, 10, 12, 17, 15, 9, 14, 16, 19, 9, 6, 0, 0, 0, 0, 5, 0, 39, 8, 25, 5, 27, 11, 23, 7, 46, 3, 9, 25, 40, 21, 26, 6, 3, 15, 11, 9, 21, 17, 8, 11, 10, 9, 0, 0, 0, 0, 2, 2, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 17, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4688, 382, 4169, 10.913612565445, 806, 301, 0, 48, 4, 0, 0, 1, 1, 8, 8, 8, 0, 24, 53, 55, 54, 40, 39, 32, 66, 63, 92, 3, 30, 27, 35, 18, 4, 85, 312, 85, 13, 2, 39, 71, 126, 44, 50, 18, 6, 0, 10, 6, 8, 18, 16, 19, 5, 13, 5, 4, 7, 32, 9, 4, 5, 3, 3, 0, 0, 0, 0, 0, 5, 0, 308, 63, 27, 83, 150, 26, 76, 12, 291, 18, 95, 111, 102, 165, 120, 92, 2, 135, 187, 155, 90, 61, 3, 2, 46, 13, 0, 0, 0, 0, 11, 28, 31, 29, 28, 29, 21, 18, 32, 20, 11, 25, 11, 5, 9, 12, 5, 7, 2, 2, 61, 12, 4, 4, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3138, 180, 2737, 15.2055555555556, 398, 295, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 14, 9, 45, 78, 10, 121, 74, 73, 37, 58, 50, 25, 30, 49, 29, 66, 17, 14, 26, 14, 0, 20, 30, 20, 25, 19, 22, 12, 18, 14, 10, 11, 15, 7, 17, 19, 19, 24, 13, 30, 45, 31, 20, 17, 22, 32, 22, 14, 1, 0, 1, 0, 8, 0, 102, 32, 70, 48, 116, 27, 55, 25, 123, 15, 23, 61, 100, 53, 94, 34, 13, 44, 55, 49, 41, 40, 26, 24, 36, 12, 0, 0, 0, 0, 3, 20, 13, 29, 16, 4, 3, 10, 8, 3, 6, 5, 7, 5, 2, 1, 2, 1, 1, 2, 149, 50, 39, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5669, 488, 5037, 10.3217213114754, 982, 380, 0, 70, 5, 0, 0, 3, 1, 8, 8, 8, 0, 31, 58, 63, 61, 45, 39, 32, 73, 85, 110, 7, 36, 36, 37, 27, 8, 103, 384, 142, 13, 5, 47, 73, 152, 61, 52, 20, 6, 0, 10, 6, 8, 20, 16, 19, 5, 13, 5, 6, 9, 34, 9, 4, 5, 3, 3, 0, 0, 0, 0, 0, 11, 0, 369, 79, 43, 116, 188, 43, 92, 13, 343, 20, 109, 143, 124, 188, 144, 98, 6, 165, 212, 189, 112, 73, 3, 6, 51, 13, 0, 0, 0, 0, 57, 31, 35, 29, 33, 28, 25, 22, 32, 23, 15, 26, 18, 9, 11, 12, 9, 9, 2, 3, 69, 17, 4, 4, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1226, 52, 1145, 22.0192307692308, 132, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 6, 4, 19, 29, 0, 36, 27, 22, 12, 22, 24, 12, 14, 15, 11, 17, 1, 12, 8, 12, 4, 14, 28, 14, 17, 12, 12, 7, 7, 8, 5, 5, 7, 5, 8, 6, 12, 5, 10, 14, 22, 16, 11, 12, 16, 22, 9, 10, 0, 0, 0, 0, 8, 0, 44, 11, 28, 7, 28, 16, 28, 7, 56, 5, 12, 29, 46, 25, 27, 10, 9, 12, 12, 10, 23, 20, 10, 10, 20, 9, 0, 0, 0, 0, 2, 2, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 14, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6586, 572, 5853, 10.2325174825175, 1126, 445, 2, 90, 6, 0, 0, 5, 1, 8, 10, 8, 0, 39, 60, 82, 70, 52, 55, 36, 85, 91, 111, 11, 36, 45, 57, 35, 14, 127, 419, 213, 13, 8, 49, 73, 160, 73, 53, 20, 8, 1, 10, 6, 8, 22, 18, 19, 8, 15, 5, 6, 9, 34, 9, 4, 5, 3, 3, 1, 0, 0, 0, 0, 15, 0, 421, 101, 56, 135, 229, 28, 104, 15, 391, 24, 127, 176, 142, 205, 177, 111, 10, 200, 241, 226, 132, 89, 3, 10, 57, 17, 0, 0, 0, 0, 28, 81, 38, 41, 36, 36, 27, 22, 35, 29, 15, 26, 18, 16, 13, 12, 13, 11, 5, 2, 117, 15, 4, 4, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3290, 182, 2883, 15.8406593406593, 412, 295, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 10, 10, 49, 94, 9, 101, 86, 78, 31, 43, 47, 31, 41, 55, 38, 46, 17, 16, 35, 16, 4, 22, 37, 21, 28, 19, 24, 21, 12, 22, 14, 18, 14, 12, 18, 22, 25, 25, 19, 31, 46, 37, 15, 13, 24, 32, 16, 18, 1, 0, 1, 0, 10, 0, 103, 28, 65, 53, 113, 43, 63, 29, 129, 14, 22, 69, 118, 57, 89, 33, 13, 44, 57, 54, 38, 41, 29, 22, 40, 21, 0, 0, 0, 0, 3, 20, 13, 29, 16, 4, 3, 10, 8, 3, 6, 7, 7, 6, 2, 1, 2, 1, 1, 1, 123, 48, 38, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
