@RELATION mail

@ATTRIBUTE length NUMERIC
@ATTRIBUTE num_chunks NUMERIC
@ATTRIBUTE num_letters NUMERIC
@ATTRIBUTE word_mean NUMERIC
@ATTRIBUTE num_words NUMERIC
@ATTRIBUTE 'num_{\ }' NUMERIC
@ATTRIBUTE 'num_{\!}' NUMERIC
@ATTRIBUTE 'num_{\"}' NUMERIC
@ATTRIBUTE 'num_{\#}' NUMERIC
@ATTRIBUTE 'num_{\$}' NUMERIC
@ATTRIBUTE 'num_{\%}' NUMERIC
@ATTRIBUTE 'num_{\&}' NUMERIC
@ATTRIBUTE 'num_{\'}' NUMERIC
@ATTRIBUTE 'num_{\(}' NUMERIC
@ATTRIBUTE 'num_{\)}' NUMERIC
@ATTRIBUTE 'num_{\*}' NUMERIC
@ATTRIBUTE 'num_{\+}' NUMERIC
@ATTRIBUTE 'num_{\,}' NUMERIC
@ATTRIBUTE 'num_{\-}' NUMERIC
@ATTRIBUTE 'num_{\.}' NUMERIC
@ATTRIBUTE 'num_{\/}' NUMERIC
@ATTRIBUTE 'num_{0}' NUMERIC
@ATTRIBUTE 'num_{1}' NUMERIC
@ATTRIBUTE 'num_{2}' NUMERIC
@ATTRIBUTE 'num_{3}' NUMERIC
@ATTRIBUTE 'num_{4}' NUMERIC
@ATTRIBUTE 'num_{5}' NUMERIC
@ATTRIBUTE 'num_{6}' NUMERIC
@ATTRIBUTE 'num_{7}' NUMERIC
@ATTRIBUTE 'num_{8}' NUMERIC
@ATTRIBUTE 'num_{9}' NUMERIC
@ATTRIBUTE 'num_{\:}' NUMERIC
@ATTRIBUTE 'num_{\;}' NUMERIC
@ATTRIBUTE 'num_{\<}' NUMERIC
@ATTRIBUTE 'num_{\=}' NUMERIC
@ATTRIBUTE 'num_{\>}' NUMERIC
@ATTRIBUTE 'num_{\?}' NUMERIC
@ATTRIBUTE 'num_{\@}' NUMERIC
@ATTRIBUTE 'num_{A}' NUMERIC
@ATTRIBUTE 'num_{B}' NUMERIC
@ATTRIBUTE 'num_{C}' NUMERIC
@ATTRIBUTE 'num_{D}' NUMERIC
@ATTRIBUTE 'num_{E}' NUMERIC
@ATTRIBUTE 'num_{F}' NUMERIC
@ATTRIBUTE 'num_{G}' NUMERIC
@ATTRIBUTE 'num_{H}' NUMERIC
@ATTRIBUTE 'num_{I}' NUMERIC
@ATTRIBUTE 'num_{J}' NUMERIC
@ATTRIBUTE 'num_{K}' NUMERIC
@ATTRIBUTE 'num_{L}' NUMERIC
@ATTRIBUTE 'num_{M}' NUMERIC
@ATTRIBUTE 'num_{N}' NUMERIC
@ATTRIBUTE 'num_{O}' NUMERIC
@ATTRIBUTE 'num_{P}' NUMERIC
@ATTRIBUTE 'num_{Q}' NUMERIC
@ATTRIBUTE 'num_{R}' NUMERIC
@ATTRIBUTE 'num_{S}' NUMERIC
@ATTRIBUTE 'num_{T}' NUMERIC
@ATTRIBUTE 'num_{U}' NUMERIC
@ATTRIBUTE 'num_{V}' NUMERIC
@ATTRIBUTE 'num_{W}' NUMERIC
@ATTRIBUTE 'num_{X}' NUMERIC
@ATTRIBUTE 'num_{Y}' NUMERIC
@ATTRIBUTE 'num_{Z}' NUMERIC
@ATTRIBUTE 'num_{\[}' NUMERIC
@ATTRIBUTE 'num_{\\}' NUMERIC
@ATTRIBUTE 'num_{\]}' NUMERIC
@ATTRIBUTE 'num_{\^}' NUMERIC
@ATTRIBUTE 'num_{_}' NUMERIC
@ATTRIBUTE 'num_{\`}' NUMERIC
@ATTRIBUTE 'num_{a}' NUMERIC
@ATTRIBUTE 'num_{b}' NUMERIC
@ATTRIBUTE 'num_{c}' NUMERIC
@ATTRIBUTE 'num_{d}' NUMERIC
@ATTRIBUTE 'num_{e}' NUMERIC
@ATTRIBUTE 'num_{f}' NUMERIC
@ATTRIBUTE 'num_{g}' NUMERIC
@ATTRIBUTE 'num_{h}' NUMERIC
@ATTRIBUTE 'num_{i}' NUMERIC
@ATTRIBUTE 'num_{j}' NUMERIC
@ATTRIBUTE 'num_{k}' NUMERIC
@ATTRIBUTE 'num_{l}' NUMERIC
@ATTRIBUTE 'num_{m}' NUMERIC
@ATTRIBUTE 'num_{n}' NUMERIC
@ATTRIBUTE 'num_{o}' NUMERIC
@ATTRIBUTE 'num_{p}' NUMERIC
@ATTRIBUTE 'num_{q}' NUMERIC
@ATTRIBUTE 'num_{r}' NUMERIC
@ATTRIBUTE 'num_{s}' NUMERIC
@ATTRIBUTE 'num_{t}' NUMERIC
@ATTRIBUTE 'num_{u}' NUMERIC
@ATTRIBUTE 'num_{v}' NUMERIC
@ATTRIBUTE 'num_{w}' NUMERIC
@ATTRIBUTE 'num_{x}' NUMERIC
@ATTRIBUTE 'num_{y}' NUMERIC
@ATTRIBUTE 'num_{z}' NUMERIC
@ATTRIBUTE 'num_{\{}' NUMERIC
@ATTRIBUTE 'num_{\|}' NUMERIC
@ATTRIBUTE 'num_{\}}' NUMERIC
@ATTRIBUTE 'num_{\~}' NUMERIC
@ATTRIBUTE 'word_len_{1}' NUMERIC
@ATTRIBUTE 'word_len_{2}' NUMERIC
@ATTRIBUTE 'word_len_{3}' NUMERIC
@ATTRIBUTE 'word_len_{4}' NUMERIC
@ATTRIBUTE 'word_len_{5}' NUMERIC
@ATTRIBUTE 'word_len_{6}' NUMERIC
@ATTRIBUTE 'word_len_{7}' NUMERIC
@ATTRIBUTE 'word_len_{8}' NUMERIC
@ATTRIBUTE 'word_len_{9}' NUMERIC
@ATTRIBUTE 'word_len_{10}' NUMERIC
@ATTRIBUTE 'word_len_{11}' NUMERIC
@ATTRIBUTE 'word_len_{12}' NUMERIC
@ATTRIBUTE 'word_len_{13}' NUMERIC
@ATTRIBUTE 'word_len_{14}' NUMERIC
@ATTRIBUTE 'word_len_{15}' NUMERIC
@ATTRIBUTE 'word_len_{16}' NUMERIC
@ATTRIBUTE 'word_len_{17}' NUMERIC
@ATTRIBUTE 'word_len_{18}' NUMERIC
@ATTRIBUTE 'word_len_{19}' NUMERIC
@ATTRIBUTE 'word_len_{20}' NUMERIC
@ATTRIBUTE 'consequent_{2}' NUMERIC
@ATTRIBUTE 'consequent_{3}' NUMERIC
@ATTRIBUTE 'consequent_{4}' NUMERIC
@ATTRIBUTE 'consequent_{5}' NUMERIC
@ATTRIBUTE 'consequent_{6}' NUMERIC
@ATTRIBUTE 'consequent_{7}' NUMERIC
@ATTRIBUTE 'consequent_{8}' NUMERIC
@ATTRIBUTE 'consequent_{9}' NUMERIC
@ATTRIBUTE 'consequent_{10}' NUMERIC
@ATTRIBUTE num_spam NUMERIC
@ATTRIBUTE 'num_spam_word{Africa}' NUMERIC
@ATTRIBUTE 'num_spam_word{akcija}' NUMERIC
@ATTRIBUTE 'num_spam_word{discount}' NUMERIC
@ATTRIBUTE 'num_spam_word{dovana}' NUMERIC
@ATTRIBUTE 'num_spam_word{enlarge}' NUMERIC
@ATTRIBUTE 'num_spam_word{help}' NUMERIC
@ATTRIBUTE 'num_spam_word{laimėjote}' NUMERIC
@ATTRIBUTE 'num_spam_word{milijonas}' NUMERIC
@ATTRIBUTE 'num_spam_word{million}' NUMERIC
@ATTRIBUTE 'num_spam_word{nemokamai}' NUMERIC
@ATTRIBUTE 'num_spam_word{nuolaida}' NUMERIC
@ATTRIBUTE 'num_spam_word{penis}' NUMERIC
@ATTRIBUTE 'num_spam_word{poverty}' NUMERIC
@ATTRIBUTE 'num_spam_word{prizas}' NUMERIC
@ATTRIBUTE 'num_spam_word{prize}' NUMERIC
@ATTRIBUTE 'num_spam_word{sex}' NUMERIC
@ATTRIBUTE 'num_spam_word{viagra}' NUMERIC
@ATTRIBUTE 'num_spam_word{won}' NUMERIC
@ATTRIBUTE num_money NUMERIC
@ATTRIBUTE class {0,1}

@DATA
8062, 743, 7138, 9.60699865410498, 1451, 594, 2, 72, 2, 0, 0, 10, 0, 8, 24, 0, 0, 70, 47, 75, 58, 56, 72, 42, 75, 159, 148, 6, 50, 79, 54, 47, 37, 147, 594, 270, 16, 14, 77, 79, 243, 79, 41, 35, 2, 1, 0, 2, 4, 4, 0, 4, 3, 4, 2, 5, 11, 14, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18, 0, 537, 102, 54, 218, 274, 24, 120, 14, 589, 24, 143, 183, 136, 233, 191, 109, 20, 260, 278, 300, 229, 168, 2, 24, 28, 11, 0, 0, 0, 0, 51, 83, 75, 58, 46, 55, 33, 37, 18, 52, 19, 14, 33, 34, 14, 19, 12, 13, 0, 7, 90, 25, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
423, 39, 375, 9.61538461538461, 74, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 4, 10, 10, 0, 27, 22, 16, 2, 5, 13, 7, 4, 12, 2, 14, 1, 1, 9, 1, 4, 3, 7, 3, 3, 5, 1, 2, 5, 2, 4, 0, 1, 3, 4, 1, 2, 4, 1, 3, 2, 6, 1, 1, 5, 3, 0, 2, 0, 0, 0, 0, 0, 0, 12, 5, 4, 7, 18, 0, 8, 3, 14, 1, 0, 6, 9, 3, 5, 0, 2, 7, 7, 5, 7, 4, 1, 4, 1, 0, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 4, 1, 0, 2, 0, 3, 0, 1, 0, 0, 0, 1, 0, 10, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2898, 176, 2509, 14.2556818181818, 373, 295, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 6, 9, 41, 70, 7, 117, 78, 68, 43, 41, 32, 39, 25, 29, 25, 65, 17, 10, 33, 10, 4, 16, 28, 12, 21, 17, 21, 11, 19, 15, 15, 16, 12, 10, 28, 20, 18, 27, 19, 22, 32, 33, 11, 14, 11, 18, 14, 14, 1, 0, 1, 0, 1, 0, 93, 33, 59, 57, 115, 30, 62, 22, 106, 19, 13, 53, 95, 48, 91, 20, 13, 43, 74, 47, 32, 32, 22, 16, 16, 10, 0, 0, 0, 0, 0, 23, 12, 29, 16, 4, 3, 10, 8, 3, 7, 7, 5, 4, 3, 1, 0, 1, 2, 2, 146, 49, 39, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9816, 886, 8706, 9.82618510158014, 1762, 710, 2, 88, 1, 0, 0, 12, 0, 10, 26, 0, 0, 84, 61, 93, 77, 68, 80, 49, 87, 201, 172, 8, 66, 96, 72, 65, 45, 194, 712, 386, 20, 17, 86, 93, 292, 103, 47, 39, 2, 1, 2, 2, 6, 10, 2, 4, 7, 6, 2, 7, 17, 16, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 22, 0, 649, 124, 65, 282, 335, 33, 144, 19, 711, 30, 176, 231, 164, 268, 231, 129, 24, 318, 317, 345, 248, 214, 4, 34, 33, 15, 0, 0, 0, 0, 50, 105, 85, 58, 67, 63, 47, 45, 29, 57, 28, 17, 37, 40, 16, 20, 12, 12, 3, 6, 110, 37, 23, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
972, 48, 903, 18.8125, 114, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 3, 15, 21, 0, 31, 25, 11, 17, 22, 11, 16, 11, 11, 12, 16, 1, 8, 16, 8, 8, 10, 18, 7, 12, 14, 9, 5, 9, 10, 6, 12, 4, 6, 12, 8, 8, 11, 8, 6, 13, 13, 6, 7, 11, 12, 9, 7, 0, 0, 0, 0, 1, 0, 37, 10, 17, 15, 27, 12, 23, 7, 35, 16, 6, 23, 38, 10, 23, 3, 6, 10, 18, 6, 6, 8, 9, 5, 8, 2, 0, 0, 0, 0, 0, 4, 5, 7, 6, 0, 0, 4, 1, 0, 3, 2, 2, 0, 1, 0, 0, 0, 1, 0, 16, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10750, 973, 9543, 9.80781089414183, 1905, 773, 2, 106, 2, 0, 0, 16, 0, 12, 28, 0, 0, 90, 63, 106, 86, 75, 94, 49, 97, 201, 182, 6, 60, 95, 82, 75, 51, 219, 744, 498, 20, 20, 90, 95, 302, 115, 47, 41, 4, 1, 2, 2, 6, 10, 2, 4, 9, 6, 2, 7, 17, 16, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 26, 0, 707, 138, 80, 310, 371, 40, 163, 20, 770, 30, 183, 257, 184, 288, 247, 137, 30, 354, 356, 382, 278, 232, 4, 38, 36, 20, 0, 0, 0, 0, 52, 121, 94, 71, 66, 86, 41, 42, 30, 61, 30, 22, 36, 42, 22, 22, 12, 9, 6, 9, 176, 66, 36, 23, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1043, 49, 971, 19.8163265306122, 121, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 3, 14, 23, 0, 28, 30, 12, 18, 23, 14, 11, 15, 10, 7, 16, 1, 9, 17, 9, 8, 11, 22, 9, 16, 16, 7, 8, 10, 12, 6, 10, 3, 7, 12, 9, 11, 11, 9, 6, 13, 15, 7, 7, 13, 15, 9, 9, 0, 0, 0, 0, 2, 0, 39, 11, 18, 15, 30, 15, 25, 11, 40, 17, 7, 25, 39, 7, 22, 3, 7, 13, 16, 7, 8, 9, 9, 7, 6, 3, 0, 0, 0, 0, 0, 4, 5, 7, 6, 0, 0, 4, 1, 0, 3, 2, 2, 0, 1, 0, 0, 0, 1, 0, 14, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11690, 1056, 10380, 9.82954545454546, 2058, 840, 2, 122, 3, 0, 0, 18, 0, 12, 28, 0, 0, 96, 67, 120, 96, 84, 108, 53, 111, 207, 178, 10, 70, 100, 68, 83, 55, 246, 776, 620, 20, 23, 92, 95, 310, 127, 47, 41, 4, 1, 2, 2, 8, 10, 2, 4, 9, 6, 2, 11, 21, 16, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 30, 0, 757, 162, 87, 346, 410, 35, 179, 21, 850, 30, 198, 283, 206, 307, 271, 143, 34, 380, 387, 413, 297, 254, 4, 42, 39, 24, 0, 0, 0, 0, 51, 134, 97, 74, 73, 90, 59, 47, 33, 57, 33, 24, 41, 47, 23, 20, 14, 17, 8, 9, 217, 95, 49, 36, 23, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
448, 41, 398, 9.70731707317073, 73, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 4, 9, 7, 0, 21, 30, 17, 2, 6, 11, 2, 2, 7, 11, 15, 1, 1, 6, 1, 4, 3, 4, 2, 3, 7, 2, 2, 3, 4, 4, 0, 1, 1, 4, 4, 2, 3, 3, 5, 3, 6, 1, 2, 4, 4, 1, 0, 0, 0, 0, 0, 1, 0, 15, 4, 6, 9, 22, 0, 7, 2, 17, 2, 1, 6, 10, 7, 11, 0, 0, 7, 8, 5, 4, 7, 2, 4, 1, 1, 0, 0, 0, 0, 0, 4, 5, 7, 7, 0, 0, 4, 2, 0, 2, 1, 3, 0, 1, 0, 0, 0, 1, 0, 15, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
913, 68, 813, 11.9558823529412, 123, 50, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 20, 4, 6, 18, 28, 8, 7, 11, 10, 14, 4, 16, 10, 7, 3, 12, 28, 12, 4, 2, 1, 2, 14, 5, 6, 4, 4, 0, 2, 0, 2, 0, 4, 0, 0, 6, 1, 3, 5, 9, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 64, 23, 6, 28, 51, 2, 7, 3, 47, 0, 10, 18, 20, 36, 24, 9, 2, 36, 16, 42, 16, 12, 0, 2, 5, 0, 0, 0, 0, 0, 2, 3, 5, 2, 5, 7, 1, 5, 5, 2, 4, 0, 10, 0, 2, 2, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2484, 163, 2118, 12.9938650306748, 336, 288, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 6, 8, 37, 62, 5, 87, 91, 62, 22, 26, 28, 27, 31, 52, 30, 62, 17, 5, 23, 5, 0, 12, 16, 11, 12, 12, 20, 6, 11, 12, 13, 3, 9, 8, 18, 18, 12, 19, 11, 21, 26, 26, 3, 9, 15, 11, 12, 9, 1, 0, 1, 0, 2, 0, 77, 34, 51, 64, 106, 27, 46, 22, 86, 14, 18, 44, 74, 35, 69, 22, 7, 42, 65, 39, 20, 26, 18, 22, 18, 5, 0, 0, 0, 0, 0, 22, 11, 27, 14, 4, 4, 8, 8, 3, 5, 7, 5, 4, 2, 1, 0, 3, 1, 2, 140, 48, 38, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2548, 164, 2304, 14.0487804878049, 415, 132, 0, 44, 4, 0, 0, 2, 0, 3, 5, 2, 4, 45, 46, 16, 29, 53, 17, 39, 35, 30, 17, 20, 29, 30, 36, 37, 15, 66, 104, 71, 4, 6, 14, 9, 30, 32, 10, 5, 5, 1, 3, 1, 5, 1, 7, 3, 2, 7, 4, 10, 10, 10, 4, 7, 2, 3, 2, 1, 0, 0, 0, 0, 9, 0, 141, 37, 37, 70, 110, 35, 34, 9, 127, 3, 20, 81, 54, 81, 78, 18, 6, 84, 70, 98, 32, 42, 2, 7, 19, 3, 0, 0, 0, 0, 7, 9, 9, 7, 13, 15, 4, 8, 10, 2, 5, 1, 8, 7, 8, 7, 2, 1, 2, 4, 48, 7, 5, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
989, 87, 861, 9.89655172413793, 127, 68, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19, 15, 10, 16, 16, 0, 17, 5, 12, 16, 0, 4, 4, 6, 5, 20, 12, 20, 8, 2, 0, 0, 5, 2, 1, 4, 0, 0, 0, 0, 7, 3, 0, 0, 0, 4, 1, 3, 5, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 68, 15, 11, 28, 50, 5, 7, 3, 73, 2, 12, 17, 24, 38, 32, 14, 1, 42, 37, 44, 38, 20, 0, 2, 8, 8, 0, 0, 0, 0, 4, 12, 5, 8, 2, 4, 8, 9, 4, 3, 3, 4, 5, 1, 0, 2, 0, 1, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
473, 39, 422, 10.8205128205128, 87, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 5, 14, 7, 0, 23, 17, 11, 11, 10, 13, 7, 6, 14, 3, 14, 1, 1, 16, 1, 8, 3, 2, 5, 7, 6, 4, 3, 4, 3, 4, 3, 0, 1, 6, 1, 1, 4, 3, 2, 2, 11, 2, 2, 3, 3, 0, 2, 0, 0, 0, 0, 2, 0, 14, 4, 5, 6, 20, 0, 4, 1, 17, 1, 1, 6, 9, 7, 8, 0, 1, 5, 7, 6, 10, 5, 2, 4, 3, 1, 0, 0, 0, 0, 0, 4, 5, 7, 6, 0, 0, 4, 1, 0, 3, 0, 2, 0, 1, 0, 0, 0, 1, 0, 11, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1834, 142, 1637, 11.5281690140845, 322, 107, 0, 4, 0, 0, 0, 0, 0, 2, 2, 0, 0, 16, 23, 18, 17, 11, 18, 3, 8, 35, 47, 4, 22, 17, 22, 9, 3, 23, 146, 23, 10, 2, 35, 25, 66, 3, 9, 15, 3, 0, 0, 0, 0, 6, 0, 2, 0, 2, 2, 3, 6, 12, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 122, 39, 21, 44, 73, 9, 16, 8, 94, 16, 25, 38, 18, 60, 52, 31, 2, 60, 59, 76, 45, 30, 0, 2, 14, 1, 0, 0, 0, 0, 1, 9, 12, 9, 2, 11, 14, 4, 11, 7, 11, 1, 14, 7, 1, 5, 1, 0, 1, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1110, 104, 941, 9.04807692307692, 186, 133, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 2, 6, 16, 47, 0, 49, 50, 29, 19, 17, 21, 25, 14, 18, 10, 23, 5, 3, 3, 3, 0, 8, 2, 0, 0, 8, 1, 3, 4, 1, 2, 5, 0, 1, 5, 0, 0, 8, 0, 7, 5, 13, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 33, 16, 14, 23, 54, 9, 19, 9, 53, 3, 0, 28, 25, 27, 32, 7, 0, 20, 27, 41, 25, 6, 5, 5, 4, 6, 0, 0, 0, 0, 0, 15, 9, 18, 10, 2, 2, 6, 6, 0, 3, 4, 8, 2, 3, 1, 2, 0, 1, 1, 48, 14, 12, 6, 6, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1648, 166, 1402, 8.44578313253012, 242, 154, 0, 0, 0, 0, 0, 0, 0, 6, 7, 0, 0, 17, 37, 21, 8, 19, 16, 13, 6, 7, 8, 14, 1, 19, 2, 20, 3, 5, 8, 12, 9, 4, 3, 8, 4, 4, 5, 5, 7, 4, 6, 1, 0, 6, 10, 4, 4, 4, 3, 5, 7, 15, 8, 10, 6, 6, 1, 5, 0, 0, 0, 0, 2, 0, 103, 22, 16, 21, 62, 5, 18, 6, 110, 14, 28, 42, 33, 54, 54, 20, 2, 46, 63, 63, 49, 24, 3, 4, 13, 4, 0, 0, 0, 0, 9, 13, 20, 7, 9, 20, 15, 12, 16, 11, 8, 4, 7, 3, 1, 1, 1, 1, 0, 0, 24, 7, 4, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
573, 44, 516, 11.7272727272727, 91, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 4, 15, 13, 0, 30, 21, 10, 9, 11, 31, 8, 6, 10, 8, 17, 1, 4, 6, 4, 4, 6, 6, 2, 4, 9, 2, 4, 6, 3, 5, 5, 0, 1, 6, 2, 3, 3, 3, 5, 2, 9, 1, 3, 9, 4, 0, 3, 0, 0, 0, 0, 3, 0, 15, 7, 9, 9, 26, 2, 5, 1, 20, 1, 2, 14, 11, 6, 10, 2, 1, 7, 8, 8, 7, 4, 4, 6, 4, 2, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 3, 0, 1, 0, 0, 0, 1, 0, 16, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2397, 235, 2094, 8.91063829787234, 422, 191, 0, 2, 1, 0, 0, 1, 1, 2, 2, 4, 0, 20, 25, 24, 12, 12, 18, 12, 24, 35, 61, 4, 8, 21, 33, 9, 4, 32, 168, 32, 8, 2, 8, 35, 79, 8, 19, 9, 1, 0, 2, 0, 4, 2, 0, 0, 6, 10, 2, 3, 2, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 148, 35, 17, 48, 96, 16, 22, 3, 172, 6, 49, 40, 24, 78, 74, 47, 2, 127, 77, 102, 69, 36, 0, 2, 18, 3, 0, 0, 0, 0, 10, 25, 28, 23, 18, 9, 10, 14, 5, 18, 8, 6, 15, 9, 9, 7, 5, 0, 1, 0, 38, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1216, 119, 1027, 8.63025210084034, 211, 145, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 3, 7, 14, 56, 0, 49, 59, 31, 36, 12, 43, 13, 10, 21, 13, 26, 6, 4, 3, 4, 0, 9, 2, 3, 1, 8, 6, 2, 4, 1, 2, 6, 0, 1, 6, 0, 0, 10, 0, 8, 7, 13, 0, 0, 3, 3, 0, 0, 3, 0, 3, 0, 0, 0, 30, 15, 15, 28, 53, 9, 19, 9, 59, 2, 1, 34, 29, 19, 29, 8, 0, 19, 29, 37, 24, 9, 7, 6, 4, 4, 0, 0, 0, 0, 0, 18, 9, 21, 12, 3, 2, 8, 6, 2, 3, 4, 9, 3, 4, 1, 2, 0, 1, 1, 49, 14, 12, 6, 6, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1574, 142, 1386, 9.76056338028169, 226, 110, 0, 0, 0, 0, 0, 0, 0, 8, 9, 0, 4, 15, 45, 26, 5, 35, 23, 16, 13, 10, 17, 15, 10, 14, 6, 23, 4, 6, 9, 10, 8, 7, 9, 12, 7, 9, 9, 9, 9, 3, 10, 5, 1, 4, 12, 7, 9, 4, 4, 6, 17, 15, 7, 7, 9, 13, 2, 5, 0, 0, 0, 0, 7, 0, 88, 18, 31, 19, 62, 12, 17, 9, 98, 2, 19, 39, 27, 61, 45, 18, 2, 50, 43, 54, 34, 17, 6, 8, 10, 6, 0, 0, 0, 0, 6, 12, 16, 7, 13, 8, 12, 11, 10, 6, 9, 4, 4, 3, 1, 3, 3, 3, 0, 0, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
672, 46, 609, 13.2391304347826, 102, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 4, 17, 17, 0, 40, 25, 15, 7, 7, 26, 7, 12, 14, 10, 17, 1, 6, 7, 6, 4, 8, 10, 4, 7, 8, 3, 3, 6, 4, 5, 7, 0, 3, 6, 2, 7, 3, 6, 5, 3, 13, 2, 4, 7, 6, 2, 4, 0, 0, 0, 0, 5, 0, 19, 9, 11, 7, 27, 2, 6, 1, 24, 1, 3, 17, 15, 6, 11, 2, 1, 7, 9, 10, 11, 4, 4, 6, 4, 3, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 3, 0, 1, 0, 0, 0, 1, 0, 16, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
